id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
wzWEeTyVtUgRfsz_eSSVKw,le-saint-andré-paris-2,Le Saint André,https://s3-media3.fl.yelpcdn.com/bphoto/uhDpc-Lq5K0o3Ka3fOfF2Q/o.jpg,False,https://www.yelp.com/biz/le-saint-andr%C3%A9-paris-2?adjust_creative=hOJvE1r6vt9VxXnwtvm9zQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hOJvE1r6vt9VxXnwtvm9zQ,21,"[{'alias': 'brasseries', 'title': 'Brasseries'}]",4.0,"{'latitude': 48.852915810913, 'longitude': 2.3426515103981}",[],€€,"{'address1': '2 rue Danton', 'address2': '', 'address3': '', 'city': 'Paris', 'zip_code': '75006', 'country': 'FR', 'state': '75', 'display_address': ['2 rue Danton', '75006 Paris', 'France']}",,,1006.1868815009735
Mx5eTETDjUN9bZ1CfTEWAw,les-embruns-paris-2,Les Embruns,https://s3-media3.fl.yelpcdn.com/bphoto/Atf3fRO7MaR9gxdPcgcZIA/o.jpg,False,https://www.yelp.com/biz/les-embruns-paris-2?adjust_creative=hOJvE1r6vt9VxXnwtvm9zQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hOJvE1r6vt9VxXnwtvm9zQ,64,"[{'alias': 'french', 'title': 'French'}, {'alias': 'creperies', 'title': 'Creperies'}]",4.5,"{'latitude': 48.847, 'longitude': 2.37182}",[],€€,"{'address1': '8 rue de Lyon', 'address2': '', 'address3': '', 'city': 'Paris', 'zip_code': '75012', 'country': 'FR', 'state': '75', 'display_address': ['8 rue de Lyon', '75012 Paris', 'France']}",+33143468862,+33 1 43 46 88 62,2734.8663272776635
4qTUBV_TXHVZRctoZwr1bg,les-artizans-paris,Les Artizans,https://s3-media4.fl.yelpcdn.com/bphoto/Z7LjAsqhIvnqlH3PIkWQIQ/o.jpg,False,https://www.yelp.com/biz/les-artizans-paris?adjust_creative=hOJvE1r6vt9VxXnwtvm9zQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hOJvE1r6vt9VxXnwtvm9zQ,24,"[{'alias': 'cakeshop', 'title': 'Patisserie/Cake Shop'}, {'alias': 'bistros', 'title': 'Bistros'}]",4.5,"{'latitude': 48.863763, 'longitude': 2.346643}",[],€€,"{'address1': '30 rue de Montorgueil', 'address2': '', 'address3': '', 'city': 'Paris', 'zip_code': '75001', 'country': 'FR', 'state': '75', 'display_address': ['30 rue de Montorgueil', '75001 Paris', 'France']}",+33140284474,+33 1 40 28 44 74,385.205000315054
4UO8M5flLUR5-TxGdSma0Q,les-papilles-paris-2,Les Papilles,https://s3-media2.fl.yelpcdn.com/bphoto/C4Kwfx1tBd7_BDsYHyJ2hQ/o.jpg,False,https://www.yelp.com/biz/les-papilles-paris-2?adjust_creative=hOJvE1r6vt9VxXnwtvm9zQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hOJvE1r6vt9VxXnwtvm9zQ,253,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'bistros', 'title': 'Bistros'}]",4.5,"{'latitude': 48.84461, 'longitude': 2.34174}",[],€€€,"{'address1': '30 rue Gay-Lussac', 'address2': None, 'address3': None, 'city': 'Paris', 'zip_code': '75005', 'country': 'FR', 'state': '75', 'display_address': ['30 rue Gay-Lussac', '75005 Paris', 'France']}",+33143252079,+33 1 43 25 20 79,1936.8267615430166
tDSgQ7OSjH8t_4CUKF5w2A,la-rotonde-paris-3,La Rotonde,https://s3-media2.fl.yelpcdn.com/bphoto/QXZDBMXGn1uMgX8vUtYKtg/o.jpg,False,https://www.yelp.com/biz/la-rotonde-paris-3?adjust_creative=hOJvE1r6vt9VxXnwtvm9zQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hOJvE1r6vt9VxXnwtvm9zQ,165,"[{'alias': 'brasseries', 'title': 'Brasseries'}]",4.0,"{'latitude': 48.8423557905769, 'longitude': 2.32917424911591}",[],€€€,"{'address1': '105 boulevard du Montparnasse', 'address2': '', 'address3': '', 'city': 'Paris', 'zip_code': '75006', 'country': 'FR', 'state': '75', 'display_address': ['105 boulevard du Montparnasse', '75006 Paris', 'France']}",+33143264826,+33 1 43 26 48 26,2377.4507977996595
wLgAxIB7111BcWLWh7KpFw,la-régalade-paris-3,La Régalade,https://s3-media2.fl.yelpcdn.com/bphoto/PdFq-qVw_rBhXaA5gYO1jQ/o.jpg,False,https://www.yelp.com/biz/la-r%C3%A9galade-paris-3?adjust_creative=hOJvE1r6vt9VxXnwtvm9zQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hOJvE1r6vt9VxXnwtvm9zQ,86,"[{'alias': 'french', 'title': 'French'}]",4.5,"{'latitude': 48.8616441182389, 'longitude': 2.34201570904084}",[],€€€,"{'address1': '106 rue Saint-Honoré', 'address2': '', 'address3': '', 'city': 'Paris', 'zip_code': '75001', 'country': 'FR', 'state': '75', 'display_address': ['106 rue Saint-Honoré', '75001 Paris', 'France']}",+33142219240,+33 1 42 21 92 40,36.280480383292954
GhuBVzRYZ2nWSKgXdEmBpw,the-hardware-société-paris-2,The Hardware Société,https://s3-media1.fl.yelpcdn.com/bphoto/Y4EfQ0so3sSPWYX7g0DPHQ/o.jpg,False,https://www.yelp.com/biz/the-hardware-soci%C3%A9t%C3%A9-paris-2?adjust_creative=hOJvE1r6vt9VxXnwtvm9zQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hOJvE1r6vt9VxXnwtvm9zQ,179,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'australian', 'title': 'Australian'}]",4.5,"{'latitude': 48.88688, 'longitude': 2.3445299}",[],€€,"{'address1': '10 rue Lamarck', 'address2': '', 'address3': '', 'city': 'Paris', 'zip_code': '75018', 'country': 'FR', 'state': '75', 'display_address': ['10 rue Lamarck', '75018 Paris', 'France']}",+33142516903,+33 1 42 51 69 03,2776.4178507056945
FRapsu79WOtyKK3CqqZdQw,la-tartine-paris-4,La Tartine,https://s3-media2.fl.yelpcdn.com/bphoto/XBKLgz61meu62oTOKlyl6A/o.jpg,False,https://www.yelp.com/biz/la-tartine-paris-4?adjust_creative=hOJvE1r6vt9VxXnwtvm9zQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hOJvE1r6vt9VxXnwtvm9zQ,32,"[{'alias': 'french', 'title': 'French'}]",4.0,"{'latitude': 48.85591, 'longitude': 2.3583}",[],€€,"{'address1': '24 rue de Rivoli', 'address2': '', 'address3': '', 'city': 'Paris', 'zip_code': '75004', 'country': 'FR', 'state': '75', 'display_address': ['24 rue de Rivoli', '75004 Paris', 'France']}",+33142727685,+33 1 42 72 76 85,1359.6431356114615
Y71NWfl09hSFla7CYd36Jg,café-de-flore-paris-3,Café de Flore,https://s3-media3.fl.yelpcdn.com/bphoto/08sEDwewbjrf7yBcArMDsw/o.jpg,False,https://www.yelp.com/biz/caf%C3%A9-de-flore-paris-3?adjust_creative=hOJvE1r6vt9VxXnwtvm9zQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hOJvE1r6vt9VxXnwtvm9zQ,400,"[{'alias': 'cafes', 'title': 'Cafes'}]",3.5,"{'latitude': 48.854161, 'longitude': 2.332603}",[],€€€,"{'address1': '172 boulevard Saint-Germain', 'address2': '', 'address3': '', 'city': 'Paris', 'zip_code': '75006', 'country': 'FR', 'state': '75', 'display_address': ['172 boulevard Saint-Germain', '75006 Paris', 'France']}",+33145485526,+33 1 45 48 55 26,1113.273317580577
dKZo3hRz0sSsQrdahj45uA,ellsworth-paris,Ellsworth,https://s3-media2.fl.yelpcdn.com/bphoto/YqHLLxUdjU9ENBVW0giIBg/o.jpg,False,https://www.yelp.com/biz/ellsworth-paris?adjust_creative=hOJvE1r6vt9VxXnwtvm9zQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hOJvE1r6vt9VxXnwtvm9zQ,114,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'french', 'title': 'French'}]",4.5,"{'latitude': 48.86558, 'longitude': 2.33689}",[],€€€,"{'address1': '34 rue de Richelieu', 'address2': '', 'address3': '', 'city': 'Paris', 'zip_code': '75001', 'country': 'FR', 'state': '75', 'display_address': ['34 rue de Richelieu', '75001 Paris', 'France']}",+33142605966,+33 1 42 60 59 66,554.0355772349583
eyHbeZgEipcb2QXJF-e_nQ,monsieur-bleu-paris,Monsieur Bleu,https://s3-media4.fl.yelpcdn.com/bphoto/kg5NfBolUr4D5BidHdFK0Q/o.jpg,False,https://www.yelp.com/biz/monsieur-bleu-paris?adjust_creative=hOJvE1r6vt9VxXnwtvm9zQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hOJvE1r6vt9VxXnwtvm9zQ,157,"[{'alias': 'french', 'title': 'French'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'latitude': 48.863716, 'longitude': 2.296757}",[],€€€,"{'address1': '20 avenue de New York', 'address2': '', 'address3': 'Palais de Tokyo', 'city': 'Paris', 'zip_code': '75116', 'country': 'FR', 'state': '75', 'display_address': ['20 avenue de New York', 'Palais de Tokyo', '75116 Paris', 'France']}",+33147209047,+33 1 47 20 90 47,3326.1316640063774
Cf6IYyG9WeWrCDmpmuP9pQ,eric-kayser-paris-32,Eric Kayser,https://s3-media2.fl.yelpcdn.com/bphoto/rar24PwnGp37XvSViZcbyQ/o.jpg,False,https://www.yelp.com/biz/eric-kayser-paris-32?adjust_creative=hOJvE1r6vt9VxXnwtvm9zQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hOJvE1r6vt9VxXnwtvm9zQ,129,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'delicatessen', 'title': 'Delicatessen'}]",4.5,"{'latitude': 48.848938, 'longitude': 2.349609}",[],€,"{'address1': '8 rue Monge', 'address2': None, 'address3': None, 'city': 'Paris', 'zip_code': '75005', 'country': 'FR', 'state': '75', 'display_address': ['8 rue Monge', '75005 Paris', 'France']}",+33144070142,+33 1 44 07 01 42,1547.310986097426
nPPamA0UglRu6OspK-UG5w,au-métro-paris-7,Au Métro,https://s3-media2.fl.yelpcdn.com/bphoto/6d7jvKT0BhTaP1An1eSvZQ/o.jpg,False,https://www.yelp.com/biz/au-m%C3%A9tro-paris-7?adjust_creative=hOJvE1r6vt9VxXnwtvm9zQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hOJvE1r6vt9VxXnwtvm9zQ,11,"[{'alias': 'brasseries', 'title': 'Brasseries'}]",4.5,"{'latitude': 48.864421, 'longitude': 2.368517}",[],€€,"{'address1': '19 rue de Malte', 'address2': '', 'address3': '', 'city': 'Paris', 'zip_code': '75011', 'country': 'FR', 'state': '75', 'display_address': ['19 rue de Malte', '75011 Paris', 'France']}",+33147004876,+33 1 47 00 48 76,1948.2550221570557
RDFrUeqiXL91Ad3dHqmf0Q,treize-bakery-paris-paris,Treize Bakery Paris,https://s3-media4.fl.yelpcdn.com/bphoto/Ey3JDU3jFrGmBuxPpjCE5g/o.jpg,False,https://www.yelp.com/biz/treize-bakery-paris-paris?adjust_creative=hOJvE1r6vt9VxXnwtvm9zQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hOJvE1r6vt9VxXnwtvm9zQ,14,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"{'latitude': 48.84864, 'longitude': 2.3394499}",[],,"{'address1': '5 rue de Médicis', 'address2': '', 'address3': None, 'city': 'Paris', 'zip_code': '75006', 'country': 'FR', 'state': '75', 'display_address': ['5 rue de Médicis', '75006 Paris', 'France']}",+33173772789,+33 1 73 77 27 89,1489.1971185236628
i0sd2IWFV0aRJOUA1zzRuQ,le-brun-paris-4,Le Brun,https://s3-media2.fl.yelpcdn.com/bphoto/6u_NVmldUWuJi8mZ_Jb_YA/o.jpg,False,https://www.yelp.com/biz/le-brun-paris-4?adjust_creative=hOJvE1r6vt9VxXnwtvm9zQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hOJvE1r6vt9VxXnwtvm9zQ,8,"[{'alias': 'french', 'title': 'French'}]",5.0,"{'latitude': 48.86128, 'longitude': 2.3432}",[],,"{'address1': '95 rue Saint Honoré', 'address2': None, 'address3': '', 'city': 'Paris', 'zip_code': '75001', 'country': 'FR', 'state': '75', 'display_address': ['95 rue Saint Honoré', '75001 Paris', 'France']}",+33954001047,+33 9 54 00 10 47,117.36729827935154
R5ImUtOW5c6rEDQUPu94FQ,le-rubis-paris-2,Le Rubis,https://s3-media1.fl.yelpcdn.com/bphoto/1WC29XW5YavQ7kEKPR24pw/o.jpg,False,https://www.yelp.com/biz/le-rubis-paris-2?adjust_creative=hOJvE1r6vt9VxXnwtvm9zQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hOJvE1r6vt9VxXnwtvm9zQ,51,"[{'alias': 'bistros', 'title': 'Bistros'}]",4.0,"{'latitude': 48.86623, 'longitude': 2.3313799}",[],€,"{'address1': '10 rue du Marché Saint-Honoré', 'address2': '', 'address3': '', 'city': 'Paris', 'zip_code': '75001', 'country': 'FR', 'state': '75', 'display_address': ['10 rue du Marché Saint-Honoré', '75001 Paris', 'France']}",+33142610334,+33 1 42 61 03 34,914.0007856495566
0LWYIquAih1C8g3106uoyg,buvette-gastrothèque-paris,Buvette Gastrothèque,https://s3-media2.fl.yelpcdn.com/bphoto/0njSX7AmgGfeCeTGg_4_bQ/o.jpg,False,https://www.yelp.com/biz/buvette-gastroth%C3%A8que-paris?adjust_creative=hOJvE1r6vt9VxXnwtvm9zQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hOJvE1r6vt9VxXnwtvm9zQ,122,"[{'alias': 'french', 'title': 'French'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.0,"{'latitude': 48.8804470273044, 'longitude': 2.33758428078072}",[],€€,"{'address1': '28 rue Henri Monnier', 'address2': '', 'address3': '', 'city': 'Paris', 'zip_code': '75009', 'country': 'FR', 'state': '75', 'display_address': ['28 rue Henri Monnier', '75009 Paris', 'France']}",+33144634171,+33 1 44 63 41 71,2082.7348823409675
I9rvKHLA1-EPZw_wswesEA,le-cirque-paris,Le Cirque,https://s3-media2.fl.yelpcdn.com/bphoto/vWGc3bPW8PDszQqt2GTMAA/o.jpg,False,https://www.yelp.com/biz/le-cirque-paris?adjust_creative=hOJvE1r6vt9VxXnwtvm9zQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hOJvE1r6vt9VxXnwtvm9zQ,9,"[{'alias': 'french', 'title': 'French'}]",4.5,"{'latitude': 48.8614955, 'longitude': 2.351392}",[],€€,"{'address1': '141 rue Saint-Martin', 'address2': '', 'address3': None, 'city': 'Paris', 'zip_code': '75004', 'country': 'FR', 'state': '75', 'display_address': ['141 rue Saint-Martin', '75004 Paris', 'France']}",+33142783500,+33 1 42 78 35 00,678.1937289922564
XrDNvRVXmYXrYTLZZzJyow,les-résistants-paris,Les Résistants,https://s3-media4.fl.yelpcdn.com/bphoto/Zrf6Xs53gkYYOOAx-C5kxg/o.jpg,False,https://www.yelp.com/biz/les-r%C3%A9sistants-paris?adjust_creative=hOJvE1r6vt9VxXnwtvm9zQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hOJvE1r6vt9VxXnwtvm9zQ,4,"[{'alias': 'french', 'title': 'French'}]",5.0,"{'latitude': 48.870082, 'longitude': 2.360515}",[],€€€,"{'address1': ""16-18 rue du Château d'Eau"", 'address2': '', 'address3': None, 'city': 'Paris', 'zip_code': '75010', 'country': 'FR', 'state': '75', 'display_address': [""16-18 rue du Château d'Eau"", '75010 Paris', 'France']}",+33142064374,+33 1 42 06 43 74,1618.9147678474924
fD2daNgOHoQe4Ny48ULlEQ,les-crocs-des-halles-paris,Les Crocs des Halles,https://s3-media3.fl.yelpcdn.com/bphoto/2VLznKMyvb7nLnV3a17OjQ/o.jpg,False,https://www.yelp.com/biz/les-crocs-des-halles-paris?adjust_creative=hOJvE1r6vt9VxXnwtvm9zQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hOJvE1r6vt9VxXnwtvm9zQ,8,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'french', 'title': 'French'}]",4.5,"{'latitude': 48.86219, 'longitude': 2.34211}",[],€€€,"{'address1': '49 rue Berger', 'address2': '', 'address3': '', 'city': 'Paris', 'zip_code': '75001', 'country': 'FR', 'state': '75', 'display_address': ['49 rue Berger', '75001 Paris', 'France']}",+33140280000,+33 1 40 28 00 00,21.830553542962587
26Ts-2XRSeqiweSwLuyv6Q,grenouilles-paris,Grenouilles,https://s3-media4.fl.yelpcdn.com/bphoto/fgVrLC9wMetmYwaPSGly_w/o.jpg,False,https://www.yelp.com/biz/grenouilles-paris?adjust_creative=hOJvE1r6vt9VxXnwtvm9zQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hOJvE1r6vt9VxXnwtvm9zQ,35,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'delicatessen', 'title': 'Delicatessen'}]",5.0,"{'latitude': 48.8871061857917, 'longitude': 2.34178242552619}",[],€,"{'address1': '55 rue du Chevalier de la Barre', 'address2': '', 'address3': None, 'city': 'Paris', 'zip_code': '75018', 'country': 'FR', 'state': '75', 'display_address': ['55 rue du Chevalier de la Barre', '75018 Paris', 'France']}",+33665139567,+33 6 65 13 95 67,2796.4077926191967
KggnM_Z4wOa_JExunaaWHg,le-temps-des-cerises-paris-5,Le Temps des Cerises,https://s3-media1.fl.yelpcdn.com/bphoto/g3AabbeUo_jMvM2jjSH1XQ/o.jpg,False,https://www.yelp.com/biz/le-temps-des-cerises-paris-5?adjust_creative=hOJvE1r6vt9VxXnwtvm9zQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hOJvE1r6vt9VxXnwtvm9zQ,335,"[{'alias': 'french', 'title': 'French'}, {'alias': 'bistros', 'title': 'Bistros'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.5,"{'latitude': 48.852569, 'longitude': 2.364184}",[],€€,"{'address1': '31 rue de la Cerisaie', 'address2': None, 'address3': None, 'city': 'Paris', 'zip_code': '75004', 'country': 'FR', 'state': '75', 'display_address': ['31 rue de la Cerisaie', '75004 Paris', 'France']}",+33142720863,+33 1 42 72 08 63,1920.7073073260806
